         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs
58171.575494 16.770326      NaN  -731   237 c    0   1.00 186.44114 12.66357  2112.80  9411.29 2.69 2.39   9.8 -0.460    16.49 18.12 02a58171o0535c
58171.591152 17.755295      NaN   116    57 c    0   1.51 186.44114 12.66357  2133.19  9291.57 2.66 2.31  10.0 -0.445    17.76 19.43 02a58171o0565c
58194.469806 19.766969      NaN   -10    15 c    0   1.72 186.44114 12.66357  7182.90  5876.67 2.61 2.52 -32.5 -0.405    19.76 21.59 02a58194o0547c
58194.482053 19.384550      NaN    19    15 c    0   1.63 186.44114 12.66357  7160.14  5841.46 2.59 2.46  68.1 -0.429    19.76 21.58 02a58194o0573c
58194.489749 19.384550      NaN    22    14 c    0   1.94 186.44114 12.66357  7218.75  5917.04 2.66 2.53 -54.9 -0.432    19.74 21.58 02a58194o0588c
58194.502279 19.351140      NaN    24    14 c    0   1.80 186.44114 12.66357  7228.42  5801.02 2.58 2.54 -71.6 -0.418    19.76 21.57 02a58194o0615c
58226.459370 19.089302      NaN   -20    28 c    0   1.71 186.44114 12.66357  2966.33  9160.17 2.74 2.53 -46.6 -0.405    18.60 20.23 02a58226o0294c
58226.469944 19.302877      NaN   -57    23 c    0   2.39 186.44114 12.66357  2946.91  9120.46 2.71 2.55 -23.3 -0.414    18.76 20.40 02a58226o0316c
58226.480958 18.847027      NaN   -38    35 c    0   1.48 186.44114 12.66357  3003.05  9197.51 2.67 2.48 -16.5 -0.436    18.55 20.12 02a58226o0339c
58226.491313 18.631975      NaN    23    35 c    0   1.62 186.44114 12.66357  3022.86  9079.28 2.77 2.60 -18.7 -0.419    18.33 19.94 02a58226o0361c
58227.442544 19.318728      NaN     8    20 c    0   1.43 186.44114 12.66357  3573.66  9096.07 2.56 2.47 -14.0 -0.440    19.41 21.21 02a58227o0277c
58227.459107 18.243872      NaN   -23    61 c    0   0.90 186.44114 12.66357  3555.32  9054.89 2.70 2.60  -9.4 -0.432    17.70 19.34 02a58227o0313c
58227.462844 18.816441      NaN   -62    36 c    0   1.39 186.44114 12.66357  3612.54  9134.21 2.69 2.64  50.7 -0.441    18.53 20.21 02a58227o0320c
58227.476751 18.110074      NaN   -72    69 c    0   1.62 186.44114 12.66357  3630.69  9014.68 2.65 2.52  -5.4 -0.434    17.43 19.08 02a58227o0350c
58251.409289 19.922338      NaN    -8    13 c    0   1.44 186.44114 12.66357  5666.54  1518.82 2.64 2.58  56.4 -0.399    19.76 21.67 02a58251o0394c
58251.498315 19.696897      NaN    -7    16 c    0   1.57 186.44114 12.66357  2602.83 10400.43 2.69 2.56 -40.6 -0.394    19.42 21.02 02a58251o0574c
