         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs
58259.366625 19.212347      NaN   -13    25 c    0   1.06 186.44114 12.65885  9215.61   363.70 2.83 2.65  40.3 -0.396    19.42 20.87 02a58259o0051c
58259.371657 19.510313      NaN   -16    19 c    0   1.57 186.44114 12.65885  4196.26  9989.02 2.76 2.66 -33.8 -0.415    19.39 20.80 02a58259o0061c
58259.378852 19.529530      NaN     2    18 c    0   2.03 186.44114 12.65885  4253.87 10068.36 2.93 2.73  -0.2 -0.434    19.35 20.80 02a58259o0074c
58259.379764 18.990530      NaN    11    27 c    0   0.98 186.44114 12.65885  9197.37   322.99 2.88 2.67  44.2 -0.401    19.41 20.87 02a58259o0076c
58259.392224 19.169763      NaN   -45    26 c    0   1.26 186.44114 12.65885  9254.44   402.39 3.07 2.87  37.0 -0.403    19.35 20.87 02a58259o0103c
58259.393138 19.454622      NaN   -18    20 c    0   2.14 186.44114 12.65885  4274.03  9947.68 2.96 2.81  -6.3 -0.436    19.28 20.79 02a58259o0105c
58259.399308 19.351140      NaN   -21    22 c    0   1.62 186.44114 12.65885  9276.59   282.71 3.10 2.78  38.5 -0.390    19.34 20.87 02a58259o0117c
58279.354673 19.696897      NaN   -39    16 c    0   1.85 186.44114 12.65885  4137.75  9886.14 2.74 2.56 -47.5 -0.414    19.45 21.19 02a58279o0238c
58279.358778 19.454622      NaN   -13    20 c    0   1.50 186.44114 12.65885  9138.34   223.18 2.76 2.62  37.3 -0.386    19.49 21.27 02a58279o0246c
58279.366011 19.454622      NaN   -59    20 c    0   1.70 186.44114 12.65885  4119.56  9846.19 2.74 2.58 -39.8 -0.420    19.42 21.16 02a58279o0261c
58279.369941 19.631075      NaN   -12    17 c    0   2.66 186.44114 12.65885  9120.71   183.47 2.82 2.65  44.1 -0.407    19.49 21.24 02a58279o0269c
